text,label
Unlimited Skill Points System academy adventurers battle academy battle competition clever protagonist fantasy creatures fantasy world level system male protagonist martial spirits monsters strong to stronger time travel transported to another world weak to strong,0
The Easter Egg Game apocalypse awkward protagonist cautious protagonist character growth cold love interests cowardly protagonist cruel characters dark death depictions of cruelty dystopia gore late romance modern day mutated creatures mutations pacifist protagonist slow romance survival game teamwork timid protagonist unlimited flow zombies,0
World s Strongest Daughter absent parents academy accelerated growth beautiful female lead first time interc rse handsome male lead hunters incest love interest falls in love first magic male protagonist misunderstandings obsessive love overpowered protagonist polygamy possession protagonist strong from the start reincarnation strong love interests strong to stronger sword and magic system administrator yandere,0
Famous Police Detective in Detective World based on an anime beautiful female lead caring protagonist cheats crime devoted love interests famous protagonist fanfiction handsome male lead male protagonist police secret organizations strong to stronger transmigration transported to another world weak to strong,0
Martial Arts Murdering Nine Heavens beautiful female lead cultivation harem seeking protagonist love interest falls in love first male protagonist polygamy protagonist falls in love first transmigration transported to another world unique cultivation technique weak to strong,0
Saijaku Tamer wa Gomihiroi no Tabi wo Hajimemashita LN abusive characters adapted to anime adapted to manga cheats child abuse child protagonist death of loved ones depictions of cruelty familiars fantasy world female protagonist hated protagonist hiding true identity loli magic monster tamer reincarnated in another world survival unlucky protagonist weak protagonist,0
Fire Girl beautiful female lead female protagonist magic world travel yandere,0
The Tale of the Nation That Banished the Saint aristocracy broken engagement charismatic protagonist male protagonist priests reincarnated in another world reincarnation royalty saints yandere,0
Endless Plunder in High School DxD ability steal beastkin beasts cheats demi humans demons dragons evil gods fanfiction fantasy creatures goddesses godly powers gods heroes magic beasts male protagonist modern day mythical beasts overpowered protagonist transmigration transported to another world weak to strong werebeasts,0
Last Savior sword wielder time travel,0
Asura God beautiful female lead cultivation death of loved ones male protagonist polygamy revenge ruthless protagonist weak to strong,0
World Record brother complex depictions of cruelty futuristic setting handsome male lead heroes magic male protagonist overpowered protagonist past plays a big role protagonist strong from the start r 15 special abilities tragic past vampires younger sisters,0
Isekai Tensei no Boukensha adapted to manga adventurers alchemy beast companions beastkin cheats death of loved ones depictions of cruelty divine protection dungeons gods golems magic male protagonist monster tamer overpowered protagonist r 15 reincarnated in another world ruthless protagonist s aves time skip,0
What the Transition Failed Wait it was a Success WN adapted to manga alternate world cheats incest magic male protagonist r 18 reincarnated in another world,0
The Strongest Guild Master Founded a Nation in a Week adventurers beastkin calm protagonist cheats demi humans demons depictions of cruelty devoted love interests domestic affairs dragon riders dragons dwarfs elves fantasy world first time interc rse game elements guilds handsome male lead kingdom building loli loyal subordinates maids male protagonist marriage masochistic characters master servant relationship monsters multiple pov multiple transported individuals obsessive love overpowered protagonist polygamy protagonist strong from the start r 15 reverse r pe royalty sadistic characters s aves sword and magic threesome transported to another world war records wars,0
Quick Transmigration The Villain Is Delicate and Soft acting beautiful female lead calm protagonist fat to fit fated lovers female protagonist handsome male lead jealousy love interest falls in love first marriage mature protagonist modern day multiple realms orcs power couple showbiz system administrator transmigration wealthy characters world hopping yandere,0
Heaven s Will Balancing System age progression ancient times appearance changes battle academy beasts bloodlines body tempering cheats child protagonist cultivation elemental magic fantasy world game elements immortals level system magic beasts male protagonist mature protagonist modern knowledge multiple realms mutated creatures orphans saving the world special abilities sword and magic system administrator transmigration transported to another world wars weak to strong,0
Rise of Humanity arrogant characters average looking protagonist clever protagonist cultivation death of loved ones demons dragons friendship gods hard working protagonist inheritance male protagonist mythology pill based cultivation polygamy romantic subplot soul power souls spirit advisor spirits sudden strength gain teachers unique cultivation technique weak to strong,0
Reversing Life With Legendary Skills accelerated growth adventurers betrayal body tempering calm protagonist caring protagonist cautious protagonist dungeons famous protagonist game elements game ranking system gate to another world grinding guilds level system male protagonist master disciple relationship near death experience personality changes skill assimilation skill books strong to stronger sword wielder weak to strong,0
Pirates Achievements System accelerated growth acting adventurers anti magic army building cold protagonist elemental magic fanfiction fearless protagonist friendship game elements loli magic male protagonist nobles protagonist strong from the start strong to stronger system administrator transported to another world weak to strong,0
The Great Enlightenment antihero protagonist buddhism calm protagonist cautious protagonist cultivation enlightenment ghosts gore male protagonist monster girls mysterious past pragmatic protagonist reincarnation,0
The Weakest Knight and the Stalker Mage clingy lover cold love interests unconditional love weak protagonist yandere,0
Clearing an Isekai With the Zero Believers Goddess the Weakest Mage Among the Classmates LN adapted to manga adventurers angels average looking protagonist calm protagonist cheats childhood friends clever protagonist conditional power couple growth cunning protagonist demi humans demon lord demons dense protagonist depictions of cruelty determined protagonist discrimination dragons elemental magic elves evil gods fallen nobility game elements goblins god human relationship goddesses hard working protagonist heroes hidden abilities human nonhuman relationship loli loner protagonist lost civilizations love interest falls in love first magic magic beasts male protagonist monster girls monsters multiple pov multiple realms multiple transported individuals mythology near death experience nobles polygamy quirky characters r 15 reincarnation religions royalty saints secret relationship skill books slow growth at start slow romance special abilities spirit users spirits strength based social hierarchy strong love interests sword and magic thieves transported to another world underestimated protagonist unique weapon user unique weapons vampires weak to strong,0
The Great Collision of Yin and Yang arranged marriage calm protagonist co workers cultivation dao comprehension daoism dark demon lord doting love interests early romance folklore ghosts gods hiding true identity human nonhuman relationship modern day older love interests power couple saving the world secret identity spirits thriller,0
The Demon King and the Hero Have Become Outdated LN adventurers alternate world beautiful female lead demon lord demons early romance fantasy creatures fantasy world heroes magic male protagonist multiple pov multiple transported individuals outer space summoned hero sword and magic transported to another world,0
I m a Passing Superhero academy depictions of cruelty fanfiction fantasy world heroes hiding true abilities hiding true identity male protagonist modern day money grubber monsters protagonist strong from the start secrets,0
God and Devil World antihero protagonist apocalypse army army building artifacts artificial intelligence average looking protagonist beast companions beasts beautiful female lead bloodlines books cannibalism corruption determined protagonist domestic affairs dragons evil protagonist evolution farming firearms game elements generals gods hard working protagonist kingdom building leadership level system loli magic maids male protagonist military mind control misunderstandings modern day monsters multiple realms mutated creatures nationalism pets polygamy prostit es racism r pe victim becomes lover r pe ruthless protagonist selfish protagonist s x s aves skill books s ave harem s aves survival vampires wars weak to strong zombies,0
Venus Mission From Former Assassin and Mercenary Middle Aged Man Reincarnated into Another World to Assassinate the Hero adventurers alternate world assassins elemental magic fantasy world gunfighters magic male protagonist mercenaries military reincarnated in another world reincarnation serial killers skill creation summoning magic sword and magic world hopping,0
The Song of Sword and Magic european ambience fantasy world multiple protagonists sword and magic,0
AI Gate Online Different World Samurai adapted to manga calm protagonist cheats dense protagonist dragons elves fantasy world game elements guilds level system male protagonist monsters samurai sword and magic transported into a game world weak to strong,0
The White Moonlight in One s Heart Self Saving System calm protagonist clever protagonist handsome male lead system administrator time manipulation transmigration world hopping,0
The Summoner Laughs Last adventurers beast companions demons doting love interests first time interc rse handsome male lead heroes inferiority complex love interest falls in love first magic medieval r 18 summoning magic weak protagonist,0
Legend of Xingfeng cultivation male protagonist,0
Global Lord 100 Drop Rate accelerated growth army army building beast companions cheats dragons famous protagonist game ranking system kingdom building kingdoms male protagonist wars,0
The Biography of Albrecht aristocracy character growth european ambience knights male protagonist medieval nobles protagonist strong from the start transplanted memories,0
The Magnate s Six year Old Niece alternate world apocalypse artifacts caring protagonist character growth charismatic protagonist child protagonist cultivation cute children daoism doting love interests famous parents female protagonist friendship handsome male lead system administrator,0
Sweet Curse Battle Android summoned to a Different world female protagonist,0
Eight year old Princess Phoenix Reborn ancient china assassins betrayal female protagonist genius protagonist politics reincarnation revenge royalty schemes and conspiracies second chance time skip,0
Wild Malicious Consort Good For Nothing Ninth Miss alchemy assassins beast companions beautiful female lead black belly clever protagonist cold protagonist demons depictions of cruelty devoted love interests doting love interests female protagonist gore handsome male lead human nonhuman relationship human weapon hypnotism love interest falls in love first overpowered protagonist power couple revenge ruthless protagonist shameless protagonist strong love interests transmigration underestimated protagonist weak to strong,0
Crimes Of A Hyper Intelligent Being As A Human artificial intelligence evil protagonist fearless protagonist male protagonist non humanoid protagonist overpowered protagonist protagonist strong from the start,0
Am I A God age progression brainwashing business management carefree protagonist cheats cold protagonist game elements god protagonist hypnotism lazy protagonist level system loyal subordinates male protagonist modern day money grubber multiple identities pets racism secret organizations spatial manipulation special abilities sudden strength gain time manipulation transformation ability underestimated protagonist weak to strong,0
Undefeated God of War absent parents army building artifacts average looking protagonist bloodlines childhood friends cultivation determined protagonist devoted love interests friendship hard working protagonist late romance magical space male protagonist martial spirits money grubber multiple realms mysterious past naive protagonist revenge romantic subplot sharp tongued characters spirit advisor strength based social hierarchy wars weak to strong,0
Interstellar Survival Invasion male protagonist,0
Silly Girl Sleeping With The Wrong Person aggressive characters forced living arrangements forced marriage h ndjob r 18 r pe victim becomes lover reverse r pe s x s aves s xual abuse,0
A Saint Who Levels Up Through Necromancy age regression antihero protagonist hunters level system male protagonist modern day necromancer orphans revenge saints sword and magic,0
After Transmigrating Backwards I Became an Esports Champion calm protagonist caring protagonist clever protagonist devoted love interests doting love interests e sports friendship gamers genius protagonist handsome male lead hard working protagonist heartwarming manly gay couple misunderstandings modern day older love interests persistent love interests poor to rich protagonist falls in love first protagonist strong from the start returning from another world second chance slow romance strategic battles teamwork transmigration wealthy characters,0
The Fairy Caught Me Repaid Me Harshly beautiful female lead cultivation demi humans demonic cultivation technique fairies fantasy world harem seeking protagonist human nonhuman relationship male protagonist special abilities yandere,0
Black Iron Magician accelerated growth adapted to manga cautious protagonist cruel characters demon lord depictions of cruelty dragons elves fantasy world female protagonist game elements hard working protagonist level system magic male protagonist marriage master disciple relationship multiple protagonists revenge succubus summoned hero sword and magic teamwork transported to another world weak to strong,0
If You Train Them Up Even T ash Skills Are Pretty Useful child protagonist fantasy world female protagonist monsters multiple transported individuals protagonist strong from the start quirky characters special abilities,0
Lord of The Mysterious Realms antique shop appearance different from actual age cunning protagonist doting parents eye powers familial love family hiding true abilities hiding true identity male protagonist monsters secret identity secret organizations secretive protagonist siblings transmigration transported to another world younger brothers,0
Dungeon Gourmet amnesia androgynous characters anti social protagonist appearance different from actual age calm protagonist cannibalism comedic undertone cooking curses death death of loved ones discrimination dragons dungeons elves heroes male protagonist monsters past plays a big role past trauma quiet characters reincarnated in another world system administrator tragic past,0
Realize Online A Gamer Who Loves to Play with Bug Tricks Overruns the eSports World with His Inhuman Skills artificial intelligence beautiful female lead e sports futuristic setting gamers hiding true identity male protagonist mmorpg ninjas secretive protagonist virtual reality,0
Queen s Blade Rebellion Illustrated Story collection of short stories nudity,0
After Returning from the Infinite Game adopted children amnesia carefree protagonist comedic undertone crime cross dressing family ghosts handsome male lead hiding true abilities hiding true identity lazy protagonist lovers reunited low key protagonist modern day monsters mutated creatures mutations mysterious past mystery solving overpowered protagonist poor protagonist power couple protagonist strong from the start returning from another world romantic subplot strong love interests thriller unlimited flow unreliable narrator,0
Reaching to the Sky ancient times cultivation male protagonist,0
Transmigrating Into a Book and Changing Your Life alchemy beast companions carefree protagonist confident protagonist cultivation dragons fantasy creatures fast cultivation genius protagonist immortals interdimensional travel magical space pets pharmacist pill concocting power couple seme protagonist shounen ai subplot slow romance strength based social hierarchy transmigration weak to strong,0
The Military Female Soldier With Unwavering Stubbornness age progression beautiful female lead caring protagonist charismatic protagonist clever protagonist complex family relationships cunning protagonist determined protagonist devoted love interests early romance eidetic memory female protagonist firearms genius protagonist handsome male lead hard working protagonist love interest falls in love first medical knowledge military modern day older love interests power couple reincarnation second chance soldiers strong love interests terrorists time skip wars,0
Here Comes the Strongest Villain I Was Reincarnated Into a Family That Supremely Values Ability and I Used the Knowledge From My Previous Life to Become the World s Most Powerful Swordsman age progression arrogant characters complex family relationships confident protagonist determined protagonist evil protagonist family conflict genius protagonist male protagonist nobles overpowered protagonist protagonist strong from the start reincarnated in another world sword wielder transported into a game world yandere,0
Beast Piercing The Heavens artifacts bloodlines books cultivation cunning protagonist demons early romance hidden abilities hiding true abilities loli lucky protagonist male protagonist mythical beasts nobles politics polygamy prostit es revenge romantic subplot r pe siblings not related by blood souls strategist teamwork trickster wars weak to strong,0
The Demon Lord s Child Cafeteria cooking demon lord heroes male protagonist,0
Roughly Another World TS an l fantasy world female protagonist first time interc rse f llatio goblins male to female orcs outdoor interc rse playful protagonist reincarnated in another world reincarnation r pe soldiers,0
Heaven s Devourer adapted to manhua betrayal body tempering buddhism cultivation daoism demons fast cultivation genius protagonist handsome male lead hard working protagonist immortals inheritance male protagonist naive protagonist revenge romantic subplot royalty spirit advisor underestimated protagonist unique cultivation technique unique weapon user weak to strong,0
Kingdom Hearts 358 2 Days based on a video game secret organizations sword and magic,0
After Finding The Corpse King s Cubs Trouble Came Knocking At The Door abandoned children adopted children apocalypse childcare human nonhuman relationship protagonist strong from the start slow romance strong love interests tragic past zombies,0
Kuro no Maou adapted to manga anti magic battle academy battle competition beautiful female lead brainwashing character growth clingy lover corruption cruel characters curses death demon lord demons dense protagonist depictions of cruelty devoted love interests divine protection elemental magic evil gods evil organizations evil religions fairies firearms first time interc rse goddesses gods gore human experimentation jealousy loli love interest falls in love first love rivals magic beasts male protagonist medieval mind break mind control misunderstandings multiple pov multiple transported individuals murders near death experience necromancer nobles obsessive love older love interests polite protagonist polygamy romantic subplot royalty ruthless protagonist seven deadly sins strategic battles strength based social hierarchy strong love interests strong to stronger sudden strength gain sword and magic torture transported to another world unique weapon user vampires wars weak to strong werebeasts yandere,0
Godly Thief Incarnation dungeons male protagonist mercenaries mmorpg modern day poor protagonist protagonist with multiple bodies sword wielder thieves,0
Wait Marriage Hunting Comes First Before Pregnancy Hunting,0
Milf F ker male protagonist netori pe verted protagonist r 18,0
Kasou Ryouiki no Elysion brother complex hackers love triangles mmorpg multiple protagonists sister complex virtual reality,0
High School DxD EX androids angels beautiful female lead demons dragons fallen angels gods magic time travel unique weapons,0
The Skyrider game elements gate to another world genius protagonist hard working protagonist male protagonist romantic subplot skill creation transmigration transported to another world weak to strong,0
I Was Reincarnated as the Heir of a Villainous Family Who Kept the Fallen Daughter of the Count as a Maid for Satisfying My S xual Desires Only to Meet My Demise at the End If I Treat Her Normally She Would Come Visit Me Every Night Which is Troublesome academy age progression aristocracy battle academy blackmail breast fetish brother complex cheats child protagonist demon lord determined protagonist fantasy world first time interc rse f llatio forced into a relationship genius protagonist handsome male lead hated protagonist healers incest kingdoms knights level system loli magic maids male protagonist multiple pov netori nudity pe verted protagonist possession reincarnated in a game world reincarnated in another world reincarnation r pe s x s aves s xual abuse sister complex wizards,0
Porter of Two Worlds arranged marriage blind dates calm protagonist childcare clever protagonist cute children death of loved ones devoted love interests discrimination fantasy world gate to another world interdimensional travel lazy protagonist magic male protagonist marriage master servant relationship military mind control modern day mythical beasts nationalism pregnancy psychic powers ruthless protagonist sect development technological gap time manipulation time travel transported to another world unrequited love world travel world tree,0
Hogwarts Please graduate soon academy alternate world beautiful female lead evil organizations fairies fanfiction fantasy creatures fantasy world magic male protagonist summoning magic transmigration transported to another world witches wizards,0
My Exclusive Tower Guide adapted to manhwa apocalypse calm protagonist confident protagonist level system male protagonist modern day monsters special abilities strong to stronger,0
The World s Strongest S Class Adventurer Known as the Thunder Emperor Shows His Power Without Restraint and Becomes a Warrior in the Academy of Magic academy adapted to manga magic male protagonist monsters protagonist strong from the start sword and magic,0
The Incubus King of Holy Sword Academy academy aristocracy beastkin calm protagonist cautious protagonist c nnilingus corruption demons depictions of cruelty dragons elves first time interc rse f llatio handsome male lead heroes hiding true identity incubus kingdoms loli love interest falls in love first magic male protagonist netori nobles paizuri pe verted protagonist priests r 18,0
How To Live In A Different World adventurers cheats fantasy world game elements guilds male protagonist mob protagonist monsters r 15 sudden wealth sword and magic transported to another world weak to strong,0
I Was Reincarnated with OP Invincibility so I ll Beat em Up My Way as an Action Adventurer adapted to manga demons fantasy world godly powers male protagonist overpowered protagonist pe verted protagonist reincarnation special abilities,0
Surviving as a Genius on Borrowed Time genius protagonist male protagonist terminal illness,0
Wizard s Brain male protagonist politics post apocalyptic soldiers wars wizards,0
Nano Mashin absent parents academy adapted to manhwa ancient times antihero protagonist artificial intelligence battle academy biochip bullying calm protagonist cheats clever protagonist cold protagonist cunning protagonist death of loved ones determined protagonist enlightenment famous parents famous protagonist fast cultivation fast learner first time interc rse leadership male protagonist misunderstandings near death experience overpowered protagonist r pe victim becomes lover revenge r pe schemes and conspiracies skill assimilation strength based social hierarchy sudden strength gain sword wielder teachers technological gap time travel torture underestimated protagonist weak to strong,0
I Did Say I Don t Need Development Cheats but Isn t This Way Too Much of a Slow Life The Price For Online Shopping in a Parallel World is Experience Points angels award winning work cheats dungeons easy going life familial love gods magic magical space male protagonist monster girls nobles reincarnated in another world reincarnation sword and magic,0
Godly Talented Doctor alchemy arrogant characters beautiful female lead black belly cultivation doctors female protagonist genius protagonist hidden abilities hiding true abilities medical knowledge schemes and conspiracies special abilities transmigration unique cultivation technique,0
The Alchemist God corruption cultivation game elements male protagonist martial spirits pill concocting previous life talent romantic subplot strength based social hierarchy survival underestimated protagonist unique cultivation technique weak to strong,0
Villain Subdues the Toxic Villainess At the Start alternate world antihero protagonist arrogant characters beautiful female lead black belly business management calm protagonist carefree protagonist cheats clingy lover cold love interests cold protagonist confident protagonist crossover cunning protagonist enemies become lovers evil protagonist first love genius protagonist handsome male lead love at first sight love interest falls in love first loyal subordinates male protagonist modern day obsessive love overpowered protagonist ruthless protagonist shameless protagonist sudden strength gain system administrator transmigration unconditional love unrequited love wealthy characters,0
The Sword Emperor Reincarnated in the Sword Family academy accelerated growth adventurers anti social protagonist appearance different from actual age arrogant characters beast companions calm protagonist cautious protagonist character growth charismatic protagonist charming protagonist clever protagonist complex family relationships curious protagonist enemies become allies enlightenment fantasy creatures fantasy world fearless protagonist hard working protagonist hiding true abilities hiding true identity knights magic magic beasts male protagonist strong to stronger sword wielder transmigration,0
The Strongest Ability Through The Max Level Tutorial adventurers hunters male protagonist,0
Man Huang Feng Bao average looking protagonist clever protagonist cultivation fast cultivation immortals magic formations male protagonist pets pill concocting polygamy previous life talent revenge romantic subplot schemes and conspiracies sect development shameless protagonist soul power souls transmigration unique cultivation technique weak to strong,0
Kono Subarashii Sekai ni Shukufuku o adapted to anime adapted to drama cd adapted to game adapted to manga adventurers arrogant characters award winning work chuunibyou clever protagonist cunning protagonist demon lord demons fantasy world game elements goddesses hikikomori knights late romance lazy protagonist level system loli love interest falls in love first lucky protagonist male protagonist masochistic characters monsters neet nobles pe verted protagonist poor to rich priestesses priests quirky characters romantic subplot royalty shameless protagonist sword and magic transported to another world weak protagonist wizards,0
One Piece Bounty System cheats fanfiction game elements hard working protagonist humanoid protagonist male protagonist military money grubber overpowered protagonist pirates reincarnated in another world reincarnation weak to strong,0
Custom Made Demon King angels appearance changes beast companions beastkin beasts calm protagonist cautious protagonist charismatic protagonist charming protagonist cheats confident protagonist contracts cunning protagonist dark demon lord demons dragon slayers dragons evil gods evil protagonist evil religions evolution fairies fallen angels fanfiction fantasy world game elements gate to another world goddesses godly powers gods heaven hell hidden abilities hiding true abilities hiding true identity humanoid protagonist interdimensional travel magical space male protagonist manipulative characters monster society multiple identities multiple realms mythical beasts mythology overpowered protagonist parallel worlds parody pets priests proactive protagonist protagonist strong from the start protagonist with multiple bodies reincarnated as a monster reincarnation romantic subplot ruthless protagonist selfish protagonist souls spirits strength based social hierarchy strong to stronger summoning magic system administrator unreliable narrator vampires wars weak to strong werebeasts world hopping world travel world tree zombies,0
Senior Brother yes you are right dense protagonist determined protagonist male protagonist mistaken identity misunderstandings righteous protagonist sect development transmigration,0
Forty Millenniums of Cultivation academy adapted to anime adapted to manhua artifact crafting artifacts average looking protagonist body tempering caring protagonist cultivation cunning protagonist demons famous protagonist firearms first time interc rse futuristic setting genius protagonist hard working protagonist harsh training inheritance male protagonist misunderstandings money grubber outer space philosophical reincarnated in another world romantic subplot shameless protagonist souls spirits strong love interests sudden strength gain transplanted memories virtual reality wars weak to strong,0
Legend of Gemini cosmic wars dystopia genetic modifications male protagonist religions royalty,0
If the Deep Sea Forgets You amnesia beautiful female lead charming protagonist clever protagonist cohabitation cold love interests couple growth cruel characters doting love interests family conflict female protagonist gangs handsome male lead kidnappings lawyers love interest falls in love first misunderstandings modern day mysterious past older love interests possessive characters s xual abuse siblings not related by blood tragic past twins,0
Streamer Crazy About Slaughter absent parents accelerated growth antihero protagonist beautiful female lead knights livestreaming male to female monsters overpowered protagonist returning from another world siblings unique weapon user virtual reality,0
Werewolf Killing Please Start Your Performance game elements game ranking system reincarnated in a game world survival game,0
Thrive in Catastrophe abusive characters adapted to manhua apocalypse betrayal bisexual protagonist black belly clever protagonist cold love interests dense protagonist genius protagonist handsome male lead hard working protagonist human experimentation human weapon limited lifespan love interest falls in love first love triangles male yandere manipulative characters manly gay couple military mind control modern day naive protagonist near death experience obsessive love possessive characters power couple r pe victim becomes lover r pe scientists s xual abuse slow romance special abilities straight uke strong love interests weak to strong zombies,0
Mondaiji tachi ga Isekai kara Kuru Sou Desu yo adapted to anime adapted to manga animal characteristics clever protagonist demon lord female protagonist folklore game elements game ranking system godly powers loli magic male protagonist multiple protagonists mythology parallel worlds protagonist strong from the start special abilities transported to another world,0
The Hero Turned Into A Potato And The World Fell To Ruin appearance changes demi humans demon lord depictions of cruelty fantasy world former hero magic male protagonist quirky characters shapeshifters summoned hero sword and magic transported to another world,0
Genius Archer s Streaming adapted to manhwa archery calm protagonist character growth disabilities futuristic setting game elements gamers livestreaming male protagonist mmorpg overpowered protagonist past trauma virtual reality,0
A Whimsical Trip to Another World With a S ave Harem adapted to manga adventurers calm protagonist cautious protagonist cheats first time interc rse f llatio hard working protagonist harem seeking protagonist honest protagonist level system magic male protagonist near death experience r 18 s ave harem s aves sword and magic transported to another world weak to strong,0
I Become Invincible By Signing In accelerated growth cheats cultivation demons fast cultivation gate to another world heavenly tribulation male protagonist overpowered protagonist system administrator transmigration weak to strong,0
Cosmic Professional Gladiator aliens beautiful female lead cultivation devoted love interests early romance evolution futuristic setting game elements genius protagonist hard working protagonist male protagonist multiple realms outer space overpowered protagonist scientists shield user spear wielder time skip virtual reality,0
Rintenshiki Stereopticon,0
Before I Died I Forcibly Kissed The Heroine ancient times beautiful female lead calm protagonist carefree protagonist caring protagonist charming protagonist childcare cold love interests confident protagonist cultivation early romance enemies become lovers famous protagonist fast cultivation first time interc rse handsome male lead harem seeking protagonist kind love interests love interest falls in love first male protagonist master servant relationship misunderstandings older love interests overpowered protagonist playful protagonist polygamy shy characters strong love interests strong to stronger system administrator transmigration transported to another world tsundere,0
Soaring Swallows Startle Dragons ancient china male protagonist,0
Cheat na Kaineko no Okage de Rakuraku Level Up beastkin cheats demi humans dense protagonist dungeons human nonhuman relationship loli male protagonist naive protagonist polygamy r 15 sword and magic transmigration transported to another world weak to strong,0
Garouden adapted to anime adapted to game adapted to manga adapted to movie male protagonist,0
Saving a Simple and Kind Viscountess Whose Engagement Was Broken and Sentenced to the Labyrinth Prison academy broken engagement demons devoted love interests doting love interests dreams dungeons european ambience magic magic beasts male protagonist nobles protagonist falls in love first royalty schemes and conspiracies summoning magic unconditional love villainess noble girls,0
Depths of the Otherworldly Labyrinth WN adapted to manga amnesia beautiful female lead betrayal brainwashing calm protagonist caring protagonist cheats demons dungeons elemental magic emotionally weak protagonist fast learner game elements level system loli male protagonist mind control monster girls nobles obsessive love past plays a big role r 15 romantic subplot s aves strong love interests strong to stronger sword and magic time loop transported to another world weak to strong yandere younger sisters,0
Spirit Luo Ring male protagonist,0
Galactic Almighty Evolution male protagonist,0
I Work for a Chaebol in South Korea male protagonist,0
I ll Take a Break at the Academy academy battle academy fantasy world game elements kingdoms magic male protagonist sword and magic sword wielder transmigration underestimated protagonist,0
The Villain Who Robbed the Heroines an l abusive characters academy aristocracy arranged marriage arrogant characters bdsm broken engagement character growth c nnilingus cold protagonist cunning protagonist devoted love interests disabilities elemental magic enemies become lovers engagement evil protagonist fantasy world first time interc rse f llatio forced marriage game elements gore handsome male lead hated protagonist honest protagonist identity crisis love interest falls in love first magic male protagonist necromancer netori nobles obsessive love paizuri politics polygamy possession possessive characters power struggle pregnancy quirky characters r 18 romantic subplot royalty r pe sadistic characters schemes and conspiracies s xual abuse stockholm syndrome strong to stronger teachers transmigration yandere younger love interests,0
The King of Special Warfare battle academy beautiful female lead betrayal male protagonist mercenaries modern day mysterious past nationalism older love interests politics protagonist strong from the start ruthless protagonist strong to stronger wealthy characters,0
SPEEDBOY army coming of age family conflict lack of common sense male protagonist orphans,0
Young Military Rarities apocalypse beast companions childcare cute children early romance family friendship gods love interest falls in love first magical space manly gay couple military mpreg multiple reincarnated individuals overpowered protagonist pets reincarnation revenge second chance strong love interests strong to stronger twins zombies,0
Wu Chang Jie abusive characters ancient china arrogant characters artifacts betrayal brother complex complex family relationships confinement cooking cultivation daoism death of loved ones depictions of cruelty destiny doting older siblings enemies become lovers family conflict famous protagonist fantasy world first love first time interc rse flashbacks forced into a relationship ghosts gods handsome male lead hell hiding true identity immortals incest interconnected storylines legends love interest falls in love first male yandere manipulative characters misunderstandings multiple pov murders mythology near death experience non linear storytelling obsessive love outdoor interc rse past plays a big role past trauma possessive characters power couple r pe victim becomes lover reincarnation revenge righteous protagonist royalty r pe ruthless protagonist schemes and conspiracies second chance secrets s xual abuse sibling rivalry siblings not related by blood souls spirits suicides time skip torture tragic past twisted personality wealthy characters yandere younger love interests,0
